month,state,soil type,seed type,weather condition,irrigation,fertilizer usage,pesticide usage,corn price(INR/kg),quality
January,Punjab,Sandy loam,Hybrid,Hot and dry,No,120,21,21,Pure
March,Uttar Pradesh,Alluvial soil,Hybrid,Monsoon,Yes,346,40,37,Broken
July,Assam,Laterite soil,Open-pollinated,Hot and humid,Yes,252,31,29,Pure
February,Haryana,Clay loam,Open-pollinated,Warm and dry,Yes,151,32,21,Silkcut
February,Haryana,Clay loam,Open-pollinated,Warm and dry,Yes,147,30,27,Silkcut
March,Assam,Clay soil,Hybrid,Hot and humid,Yes,180,40,38,Broken
August,Sikkim,Peaty soil,Hybrid,Monsoon,Yes,286,128,43,Discolored
January,Punjab,Sandy loam,Hybrid,Hot and dry,No,120,22,20,Pure
September,Bihar,Laterite soil,Hybrid,Hot and humid,Yes,271,51,33,Silkcut
September,Haryana,Clay loam,Open-pollinated,Warm and dry,Yes,149,29,34,Silkcut
October,Mizoram,Black soil,Hybrid,Hot and humid,No,177,40,24,Discolored
March,Uttar Pradesh,Black soil,Open-pollinated,Warm and dry,Yes,352,42,25,Broken
April,Jharkhand,Black soil,Hybrid,Hot and humid,Yes,120,129,25,Broken
May,Jharkhand,Red soil,Hybrid,Warm and dry,Yes,217,21,21,Pure
March,Haryana,Sandy loam,Hybrid,Hot and dry,Yes,120,21,38,Pure
July,Haryana,Black soil,Hybrid,Warm and dry,Yes,178,30,29,Discolored
July,Sikkim,Black soil,Hybrid,Monsoon,Yes,283,80,40,Silkcut
March,Jharkhand,Laterite soil,Hybrid,Hot and dry,Yes,250,71,30,Silkcut
January,Assam,Sandy loam,Hybrid,Hot and dry,No,120,20,29,Pure
November,Assam,Clay loam,Open-pollinated,Monsoon,Yes,300,31,36,Discolored
December,Uttar Pradesh,Black soil,Hybrid,Warm and dry,Yes,311,40,27,Pure
February,Haryana,Laterite soil,Hybrid,Cold and dry,Yes,150,31,43,Silkcut
December,Sikkim,Black soil,Hybrid,Monsoon,Yes,182,31,21,Pure
August,Haryana,Red soil,Open-pollinated,Warm and dry,Yes,152,30,27,Silkcut
August,Uttar Pradesh,Laterite soil,Hybrid,Monsoon,Yes,270,129,32,Silkcut
August,Punjab,Clay soil,Hybrid,Hot and dry,Yes,122,127,40,Pure
March,Haryana,Black soil,Hybrid,Warm and dry,Yes,180,40,24,Silkcut
August,Bihar,Clay loam,Open-pollinated,Warm and dry,Yes,351,130,21,Silkcut
December,Mizoram,Alluvial soil,Hybrid,Hot and dry,Yes,282,106,28,Pure
January,Jharkhand,Sandy loam,Hybrid,Hot and dry,No,120,22,21,Pure
August,Meghalaya,Red soil,Open-pollinated,Cold and dry,Yes,120,130,41,Discolored
November,Meghalaya,Alluvial soil,Open-pollinated,Hot and dry,Yes,251,30,40,Pure
February,Haryana,Clay loam,Open-pollinated,Warm and dry,Yes,239,104,27,Silkcut
January,Nagaland,Sandy loam,Hybrid,Hot and dry,No,120,20,21,Pure
March,Bihar,Alluvial soil,Hybrid,Hot and humid,Yes,149,127,25,Broken
March,West Bengal,Black soil,Hybrid,Hot and humid,Yes,352,80,42,Pure
December,Haryana,Clay loam,Open-pollinated,Warm and dry,Yes,147,30,29,Broken
December,Mizoram,Peaty soil,Hybrid,Hot and humid,Yes,224,80,46,Broken
August,Meghalaya,Peaty soil,Open-pollinated,Monsoon,Yes,342,127,39,Discolored
February,Assam,Black soil,Open-pollinated,Warm and dry,Yes,282,40,38,Silkcut
September,Meghalaya,Clay soil,Hybrid,Hot and humid,Yes,179,30,28,Broken
January,Jharkhand,Sandy loam,Hybrid,Hot and dry,No,120,22,21,Pure
February,West Bengal,Peaty soil,Open-pollinated,Warm and dry,Yes,198,30,21,Silkcut
June,Jharkhand,Clay soil,Hybrid,Monsoon,Yes,296,124,43,Pure
January,Punjab,Sandy loam,Hybrid,Hot and dry,Yes,286,125,36,Pure
August,Assam,Sandy soil,Hybrid,Warm and dry,Yes,277,108,46,Discolored
August,Jharkhand,Clay soil,Hybrid,Hot and dry,Yes,219,21,20,Pure
October,Mizoram,Clay loam,Open-pollinated,Cold and dry,Yes,354,108,24,Discolored
March,Mizoram,Black soil,Hybrid,Hot and humid,Yes,219,40,27,Broken
August,Bihar,Red soil,Hybrid,Monsoon,Yes,299,20,21,Broken
January,Punjab,Sandy loam,Hybrid,Hot and dry,No,121,20,26,Pure
October,Uttar Pradesh,Black soil,Hybrid,Warm and dry,Yes,275,128,39,Broken
August,Tripura,Sandy soil,Hybrid,Hot and humid,Yes,286,40,32,Silkcut
February,Haryana,Clay loam,Open-pollinated,Warm and dry,Yes,281,126,21,Silkcut
January,Sikkim,Black soil,Hybrid,Hot and dry,No,120,20,20,Pure
May,Uttar Pradesh,Black soil,Hybrid,Monsoon,Yes,245,40,33,Silkcut
January,Punjab,Black soil,Open-pollinated,Hot and humid,No,120,41,22,Pure
August,Sikkim,Clay soil,Open-pollinated,Hot and humid,Yes,275,73,42,Discolored
May,Uttar Pradesh,Clay soil,Hybrid,Hot and humid,Yes,217,22,36,Pure
January,Bihar,Clay soil,Hybrid,Monsoon,Yes,339,72,41,Silkcut
October,Jharkhand,Black soil,Hybrid,Warm and dry,Yes,346,40,27,Discolored
January,Jharkhand,Sandy loam,Hybrid,Hot and dry,No,279,125,21,Pure
January,Nagaland,Peaty soil,Open-pollinated,Hot and humid,Yes,343,40,24,Pure
September,Assam,Laterite soil,Hybrid,Warm and dry,Yes,177,108,28,Silkcut
August,Mizoram,Alluvial soil,Hybrid,Hot and dry,Yes,347,107,37,Pure
March,Mizoram,Red soil,Hybrid,Hot and humid,Yes,272,40,43,Discolored
December,Sikkim,Laterite soil,Open-pollinated,Hot and dry,Yes,283,32,36,Discolored
April,Haryana,Laterite soil,Open-pollinated,Hot and humid,Yes,180,31,21,Silkcut
September,Sikkim,Red soil,Hybrid,Monsoon,Yes,348,107,39,Discolored
August,Tripura,Sandy loam,Hybrid,Hot and dry,Yes,120,40,21,Broken
May,West Bengal,Sandy loam,Hybrid,Hot and humid,Yes,178,39,25,Discolored
February,Meghalaya,Clay loam,Open-pollinated,Warm and dry,Yes,288,40,21,Silkcut
January,Punjab,Laterite soil,Hybrid,Hot and dry,No,120,81,21,Pure
August,Haryana,Clay soil,Hybrid,Monsoon,Yes,283,127,41,Discolored
February,Jharkhand,Sandy loam,Hybrid,Warm and dry,Yes,299,80,40,Silkcut
February,Haryana,Clay loam,Open-pollinated,Warm and dry,Yes,147,31,21,Silkcut
August,Jharkhand,Alluvial soil,Hybrid,Hot and dry,Yes,286,81,21,Broken
February,Haryana,Clay loam,Open-pollinated,Warm and dry,Yes,148,30,20,Pure
November,Meghalaya,Red soil,Hybrid,Warm and dry,Yes,273,102,42,Discolored
October,Uttar Pradesh,Black soil,Hybrid,Hot and humid,Yes,200,40,26,Silkcut
February,Nagaland,Black soil,Hybrid,Warm and dry,Yes,287,104,26,Silkcut
April,Uttar Pradesh,Alluvial soil,Open-pollinated,Warm and dry,Yes,295,41,42,Broken
February,Haryana,Clay loam,Open-pollinated,Warm and dry,Yes,149,31,28,Silkcut
February,Haryana,Black soil,Open-pollinated,Warm and dry,Yes,146,30,29,Silkcut
June,Sikkim,Peaty soil,Open-pollinated,Hot and humid,Yes,290,21,39,Broken
March,Uttar Pradesh,Black soil,Hybrid,Hot and humid,Yes,181,40,21,Broken
September,Mizoram,Red soil,Hybrid,Hot and humid,Yes,344,126,27,Discolored
February,Haryana,Clay loam,Open-pollinated,Warm and dry,Yes,148,31,28,Silkcut
September,Mizoram,Black soil,Hybrid,Warm and dry,Yes,178,22,21,Silkcut
October,Bihar,Clay soil,Hybrid,Monsoon,Yes,178,41,44,Pure
February,Haryana,Clay loam,Open-pollinated,Warm and dry,Yes,151,30,21,Silkcut
October,Haryana,Laterite soil,Hybrid,Warm and dry,Yes,277,40,28,Discolored
May,Bihar,Sandy soil,Hybrid,Hot and dry,Yes,301,102,42,Discolored
May,Haryana,Alluvial soil,Hybrid,Hot and dry,Yes,265,31,40,Silkcut
January,Punjab,Sandy loam,Hybrid,Hot and dry,No,120,21,24,Pure
March,Uttar Pradesh,Black soil,Hybrid,Hot and humid,Yes,181,71,24,Broken
May,Bihar,Alluvial soil,Hybrid,Hot and humid,Yes,150,41,42,Broken
March,Jharkhand,Black soil,Hybrid,Hot and humid,Yes,198,104,45,Pure
March,Uttar Pradesh,Peaty soil,Hybrid,Hot and humid,Yes,181,40,25,Broken
January,Jharkhand,Peaty soil,Hybrid,Hot and dry,No,120,21,21,Pure
December,Sikkim,Red soil,Open-pollinated,Hot and humid,Yes,298,21,45,Discolored
January,Jharkhand,Clay soil,Hybrid,Hot and dry,Yes,218,21,24,Pure
February,Haryana,Black soil,Open-pollinated,Warm and dry,Yes,149,31,22,Silkcut
January,Mizoram,Alluvial soil,Hybrid,Hot and dry,No,120,21,29,Pure
March,Mizoram,Clay loam,Open-pollinated,Warm and dry,Yes,264,130,27,Silkcut
October,Assam,Black soil,Hybrid,Warm and dry,Yes,120,130,25,Pure
January,Punjab,Sandy loam,Hybrid,Hot and dry,No,120,20,22,Pure
October,Uttar Pradesh,Black soil,Hybrid,Hot and humid,Yes,178,40,41,Broken
August,Meghalaya,Alluvial soil,Open-pollinated,Warm and dry,Yes,149,30,44,Pure
October,Haryana,Clay loam,Open-pollinated,Warm and dry,Yes,279,30,30,Silkcut
March,Mizoram,Black soil,Hybrid,Hot and humid,No,179,20,22,Pure
August,Tripura,Red soil,Hybrid,Monsoon,Yes,275,124,44,Discolored
February,Bihar,Black soil,Hybrid,Warm and dry,Yes,285,70,21,Silkcut
January,Punjab,Alluvial soil,Hybrid,Hot and dry,No,291,20,26,Pure
August,Punjab,Black soil,Open-pollinated,Warm and dry,Yes,151,31,21,Pure
March,Haryana,Black soil,Hybrid,Hot and humid,Yes,179,41,30,Broken
December,Sikkim,Black soil,Hybrid,Hot and humid,No,286,20,25,Pure
February,Haryana,Laterite soil,Open-pollinated,Warm and dry,Yes,150,31,30,Silkcut
September,Sikkim,Red soil,Open-pollinated,Warm and dry,Yes,259,41,47,Discolored
May,Assam,Black soil,Hybrid,Hot and humid,Yes,272,20,24,Pure
September,Punjab,Black soil,Hybrid,Hot and dry,Yes,268,123,26,Silkcut
March,Jharkhand,Black soil,Open-pollinated,Hot and humid,Yes,279,40,30,Silkcut
April,Nagaland,Black soil,Open-pollinated,Hot and humid,Yes,181,41,29,Broken
February,Mizoram,Red soil,Open-pollinated,Hot and humid,Yes,180,40,41,Silkcut
January,Punjab,Sandy loam,Hybrid,Hot and dry,No,120,21,21,Pure
March,Sikkim,Black soil,Hybrid,Hot and humid,Yes,179,130,29,Broken
December,Jharkhand,Red soil,Open-pollinated,Monsoon,Yes,297,126,45,Broken
January,Mizoram,Sandy loam,Hybrid,Hot and dry,Yes,296,40,25,Pure
July,Haryana,Black soil,Hybrid,Hot and humid,Yes,304,50,30,Pure
February,Haryana,Clay loam,Open-pollinated,Warm and dry,Yes,148,30,21,Silkcut
December,Assam,Red soil,Hybrid,Monsoon,Yes,272,127,45,Discolored
December,Meghalaya,Red soil,Open-pollinated,Hot and humid,Yes,280,108,40,Discolored
May,Haryana,Sandy soil,Hybrid,Hot and dry,No,290,105,20,Discolored
July,Sikkim,Red soil,Open-pollinated,Monsoon,Yes,280,31,42,Silkcut
February,Haryana,Clay loam,Open-pollinated,Warm and dry,Yes,270,31,29,Silkcut
February,Mizoram,Black soil,Hybrid,Warm and dry,Yes,149,31,29,Silkcut
January,Bihar,Clay soil,Hybrid,Hot and dry,No,120,20,26,Pure
October,West Bengal,Black soil,Hybrid,Hot and humid,Yes,179,41,39,Broken
January,Uttar Pradesh,Sandy loam,Hybrid,Hot and dry,Yes,120,22,21,Pure
March,Uttar Pradesh,Black soil,Hybrid,Hot and humid,Yes,178,40,42,Broken
December,Sikkim,Clay soil,Hybrid,Hot and dry,Yes,120,22,39,Broken
May,Nagaland,Black soil,Hybrid,Hot and humid,Yes,120,41,39,Pure
February,Jharkhand,Sandy soil,Open-pollinated,Cold and dry,Yes,271,102,30,Pure
May,Nagaland,Alluvial soil,Hybrid,Hot and humid,Yes,217,39,29,Silkcut
November,Haryana,Laterite soil,Open-pollinated,Monsoon,Yes,270,29,21,Silkcut
August,Haryana,Sandy soil,Open-pollinated,Monsoon,Yes,120,126,31,Discolored
December,Haryana,Clay soil,Hybrid,Warm and dry,Yes,337,30,39,Silkcut
May,Haryana,Alluvial soil,Open-pollinated,Hot and humid,Yes,250,40,33,Silkcut
January,Nagaland,Sandy loam,Open-pollinated,Monsoon,Yes,120,39,27,Pure
January,Punjab,Sandy loam,Hybrid,Hot and dry,Yes,120,21,21,Pure
January,Uttar Pradesh,Alluvial soil,Hybrid,Hot and humid,Yes,120,40,27,Broken
February,Haryana,Clay loam,Open-pollinated,Warm and dry,Yes,286,32,47,Silkcut
August,Meghalaya,Clay soil,Open-pollinated,Monsoon,Yes,200,126,43,Discolored
May,Bihar,Laterite soil,Open-pollinated,Hot and humid,Yes,266,107,41,Silkcut
March,Jharkhand,Alluvial soil,Hybrid,Hot and humid,Yes,181,41,26,Pure
June,Haryana,Clay loam,Open-pollinated,Warm and dry,Yes,270,31,29,Silkcut
May,Jharkhand,Sandy loam,Hybrid,Hot and dry,No,219,22,20,Silkcut
February,Haryana,Clay loam,Open-pollinated,Warm and dry,Yes,147,32,32,Silkcut
August,Jharkhand,Peaty soil,Open-pollinated,Monsoon,Yes,278,127,28,Broken
March,Tripura,Red soil,Hybrid,Monsoon,Yes,181,31,42,Silkcut
January,Tripura,Black soil,Hybrid,Hot and humid,Yes,178,40,28,Pure
January,Tripura,Peaty soil,Hybrid,Hot and dry,No,120,101,28,Pure
October,Nagaland,Sandy soil,Open-pollinated,Hot and dry,Yes,286,31,22,Pure
February,Bihar,Laterite soil,Open-pollinated,Monsoon,Yes,277,128,43,Discolored
February,Haryana,Clay loam,Open-pollinated,Warm and dry,Yes,150,31,42,Silkcut
October,Sikkim,Red soil,Open-pollinated,Warm and dry,Yes,272,130,39,Discolored
February,Haryana,Clay loam,Open-pollinated,Warm and dry,Yes,270,30,26,Silkcut
December,Uttar Pradesh,Clay loam,Hybrid,Warm and dry,Yes,286,112,21,Pure
January,Mizoram,Alluvial soil,Hybrid,Monsoon,Yes,122,30,28,Silkcut
January,Punjab,Alluvial soil,Hybrid,Hot and dry,No,283,21,21,Pure
September,Haryana,Clay soil,Hybrid,Hot and dry,Yes,294,51,42,Discolored
March,Uttar Pradesh,Black soil,Hybrid,Hot and humid,Yes,182,40,40,Broken
December,Bihar,Black soil,Hybrid,Hot and humid,Yes,289,40,29,Broken
March,Haryana,Clay loam,Hybrid,Cold and dry,Yes,288,103,28,Pure
March,West Bengal,Laterite soil,Hybrid,Hot and humid,Yes,179,40,30,Broken
March,Assam,Black soil,Hybrid,Hot and humid,Yes,179,40,28,Pure
March,Jharkhand,Black soil,Hybrid,Hot and humid,Yes,181,126,29,Broken
February,Meghalaya,Laterite soil,Open-pollinated,Monsoon,Yes,252,29,28,Discolored
September,Jharkhand,Black soil,Hybrid,Monsoon,No,292,90,36,Discolored
March,Tripura,Peaty soil,Hybrid,Monsoon,Yes,198,41,39,Pure
December,Bihar,Alluvial soil,Hybrid,Hot and humid,Yes,293,41,41,Pure
August,Sikkim,Clay loam,Open-pollinated,Warm and dry,Yes,273,127,47,Silkcut
March,Assam,Black soil,Hybrid,Hot and humid,Yes,344,40,26,Pure
May,Bihar,Black soil,Hybrid,Hot and humid,Yes,177,40,21,Pure
August,Jharkhand,Black soil,Hybrid,Monsoon,Yes,178,79,34,Broken
September,Meghalaya,Black soil,Hybrid,Hot and humid,Yes,280,40,29,Pure
March,Meghalaya,Black soil,Hybrid,Hot and humid,Yes,179,39,23,Broken
April,Mizoram,Clay soil,Hybrid,Warm and dry,Yes,200,126,26,Silkcut
July,Assam,Clay soil,Open-pollinated,Hot and humid,Yes,178,97,38,Pure
January,Nagaland,Red soil,Hybrid,Monsoon,Yes,123,20,21,Pure
March,Jharkhand,Black soil,Hybrid,Hot and humid,Yes,284,126,43,Pure
February,Punjab,Sandy loam,Hybrid,Hot and dry,No,284,127,21,Pure
March,Mizoram,Black soil,Hybrid,Hot and humid,Yes,179,40,21,Broken
October,Jharkhand,Black soil,Open-pollinated,Monsoon,Yes,292,70,40,Pure
November,Meghalaya,Clay soil,Open-pollinated,Hot and humid,Yes,290,103,41,Discolored
January,Nagaland,Sandy soil,Hybrid,Hot and dry,Yes,284,20,29,Pure
March,Meghalaya,Peaty soil,Hybrid,Warm and dry,Yes,180,30,41,Broken
July,Haryana,Red soil,Open-pollinated,Warm and dry,Yes,149,30,29,Silkcut
August,Mizoram,Laterite soil,Hybrid,Monsoon,Yes,264,31,42,Discolored
August,Sikkim,Red soil,Open-pollinated,Cold and dry,Yes,291,104,42,Discolored
March,Mizoram,Black soil,Hybrid,Hot and humid,Yes,292,41,42,Broken
March,Uttar Pradesh,Clay soil,Hybrid,Hot and dry,Yes,282,22,25,Pure
September,Mizoram,Laterite soil,Hybrid,Warm and dry,Yes,151,98,42,Pure
February,Mizoram,Clay loam,Open-pollinated,Warm and dry,Yes,285,31,33,Silkcut
December,Jharkhand,Peaty soil,Open-pollinated,Cold and dry,Yes,348,120,25,Silkcut
July,Haryana,Clay loam,Open-pollinated,Monsoon,Yes,285,81,36,Pure
February,Haryana,Clay loam,Open-pollinated,Warm and dry,Yes,150,30,28,Silkcut
July,Sikkim,Black soil,Open-pollinated,Hot and humid,Yes,279,41,41,Silkcut
January,Punjab,Red soil,Hybrid,Hot and dry,No,200,21,21,Pure
February,Jharkhand,Red soil,Open-pollinated,Hot and humid,Yes,197,41,29,Pure
January,Sikkim,Sandy loam,Hybrid,Hot and dry,No,120,22,21,Pure
May,Haryana,Alluvial soil,Open-pollinated,Warm and dry,Yes,290,40,42,Silkcut
August,Assam,Black soil,Hybrid,Hot and humid,Yes,302,103,29,Pure
January,Punjab,Sandy loam,Hybrid,Hot and dry,Yes,287,20,25,Pure
February,Haryana,Laterite soil,Open-pollinated,Warm and dry,Yes,252,31,21,Silkcut
February,Haryana,Clay loam,Open-pollinated,Warm and dry,Yes,276,32,21,Silkcut
April,Assam,Clay loam,Open-pollinated,Warm and dry,Yes,275,103,29,Silkcut
August,Meghalaya,Laterite soil,Open-pollinated,Monsoon,Yes,283,101,22,Discolored
January,Punjab,Alluvial soil,Hybrid,Hot and dry,Yes,223,40,28,Pure
August,Jharkhand,Red soil,Hybrid,Monsoon,Yes,274,127,41,Discolored
February,Mizoram,Laterite soil,Open-pollinated,Hot and humid,Yes,237,30,24,Discolored
March,Jharkhand,Red soil,Open-pollinated,Hot and humid,Yes,287,107,44,Pure
April,Assam,Alluvial soil,Open-pollinated,Warm and dry,Yes,269,31,29,Silkcut
March,West Bengal,Black soil,Hybrid,Hot and humid,Yes,178,40,30,Broken
February,Haryana,Clay loam,Open-pollinated,Warm and dry,Yes,147,30,22,Silkcut
February,Haryana,Alluvial soil,Open-pollinated,Warm and dry,Yes,149,29,27,Silkcut
January,Punjab,Alluvial soil,Hybrid,Hot and dry,No,120,20,27,Pure
April,Uttar Pradesh,Black soil,Hybrid,Monsoon,Yes,180,130,39,Broken
April,Mizoram,Black soil,Open-pollinated,Hot and humid,Yes,147,91,29,Pure
March,Uttar Pradesh,Laterite soil,Hybrid,Warm and dry,Yes,179,40,26,Pure
October,Jharkhand,Black soil,Open-pollinated,Hot and humid,Yes,150,31,41,Silkcut
March,Sikkim,Clay soil,Hybrid,Monsoon,Yes,291,106,41,Discolored
February,Haryana,Laterite soil,Open-pollinated,Warm and dry,Yes,148,30,22,Silkcut
November,Bihar,Peaty soil,Hybrid,Hot and humid,Yes,300,70,44,Discolored
January,Punjab,Sandy loam,Hybrid,Hot and dry,No,120,20,27,Pure
March,Meghalaya,Black soil,Hybrid,Hot and humid,Yes,179,127,28,Pure
May,Jharkhand,Alluvial soil,Hybrid,Hot and humid,Yes,183,106,45,Broken
October,Jharkhand,Alluvial soil,Open-pollinated,Hot and humid,Yes,217,103,29,Broken
January,Punjab,Alluvial soil,Hybrid,Hot and dry,Yes,273,40,21,Pure
July,Mizoram,Red soil,Open-pollinated,Warm and dry,Yes,291,108,29,Silkcut
January,Mizoram,Sandy soil,Hybrid,Hot and dry,Yes,120,82,25,Pure
September,Jharkhand,Red soil,Open-pollinated,Monsoon,Yes,288,122,25,Pure
April,Jharkhand,Black soil,Open-pollinated,Hot and humid,Yes,299,40,41,Broken
October,Sikkim,Sandy soil,Open-pollinated,Warm and dry,Yes,282,128,40,Broken
March,Mizoram,Black soil,Open-pollinated,Hot and humid,Yes,292,49,29,Pure
March,Nagaland,Black soil,Hybrid,Monsoon,Yes,281,71,44,Discolored
January,Punjab,Sandy loam,Hybrid,Hot and dry,No,120,20,21,Pure
December,Jharkhand,Sandy soil,Hybrid,Monsoon,Yes,283,81,25,Discolored
March,Punjab,Sandy loam,Hybrid,Warm and dry,Yes,120,20,20,Silkcut
August,Jharkhand,Sandy soil,Hybrid,Monsoon,Yes,273,67,21,Discolored
August,Jharkhand,Red soil,Hybrid,Hot and dry,Yes,285,20,28,Pure
March,Tripura,Red soil,Hybrid,Hot and humid,Yes,120,128,29,Pure
October,Sikkim,Sandy soil,Open-pollinated,Warm and dry,Yes,222,73,42,Discolored
July,Meghalaya,Sandy soil,Hybrid,Monsoon,Yes,289,125,43,Pure
March,Jharkhand,Alluvial soil,Hybrid,Hot and humid,No,199,40,43,Broken
March,West Bengal,Black soil,Hybrid,Hot and humid,Yes,120,40,25,Broken
May,Tripura,Sandy loam,Hybrid,Warm and dry,Yes,120,40,21,Pure
January,Punjab,Laterite soil,Hybrid,Hot and dry,Yes,120,41,37,Pure
July,Haryana,Clay soil,Hybrid,Hot and humid,Yes,148,71,43,Discolored
August,Sikkim,Clay soil,Open-pollinated,Cold and dry,Yes,120,41,42,Discolored
January,Assam,Black soil,Hybrid,Hot and dry,No,120,125,27,Pure
September,Nagaland,Sandy loam,Hybrid,Hot and humid,Yes,220,121,42,Pure
September,Sikkim,Sandy soil,Hybrid,Hot and dry,Yes,289,70,29,Pure
April,Mizoram,Black soil,Open-pollinated,Warm and dry,Yes,249,39,21,Silkcut
August,Meghalaya,Sandy soil,Open-pollinated,Monsoon,Yes,120,81,41,Discolored
February,Tripura,Laterite soil,Open-pollinated,Hot and humid,Yes,287,39,40,Silkcut
February,Haryana,Black soil,Open-pollinated,Hot and humid,Yes,150,30,27,Silkcut
July,Meghalaya,Red soil,Open-pollinated,Monsoon,Yes,282,125,37,Pure
November,Uttar Pradesh,Red soil,Open-pollinated,Monsoon,Yes,292,130,40,Discolored
February,Uttar Pradesh,Black soil,Hybrid,Hot and humid,Yes,179,40,31,Pure
February,Assam,Clay loam,Open-pollinated,Warm and dry,Yes,241,71,28,Silkcut
February,Haryana,Sandy soil,Hybrid,Warm and dry,Yes,148,40,24,Discolored
September,Mizoram,Black soil,Hybrid,Hot and humid,Yes,120,41,25,Broken
August,Bihar,Red soil,Hybrid,Cold and dry,Yes,285,122,30,Discolored
January,Meghalaya,Sandy loam,Hybrid,Hot and dry,Yes,272,60,24,Pure
February,Haryana,Clay loam,Open-pollinated,Warm and dry,Yes,151,108,21,Silkcut
March,Uttar Pradesh,Black soil,Hybrid,Hot and humid,Yes,180,40,27,Broken
August,Assam,Clay soil,Hybrid,Hot and humid,Yes,292,122,31,Discolored
August,Sikkim,Red soil,Open-pollinated,Cold and dry,Yes,237,130,29,Discolored
January,Assam,Black soil,Hybrid,Hot and humid,Yes,120,20,21,Silkcut
March,West Bengal,Black soil,Hybrid,Warm and dry,Yes,298,109,42,Pure
September,Meghalaya,Black soil,Hybrid,Cold and dry,Yes,179,123,28,Broken
February,Haryana,Laterite soil,Open-pollinated,Warm and dry,Yes,150,31,21,Silkcut
March,Haryana,Red soil,Open-pollinated,Hot and humid,Yes,355,29,21,Silkcut
March,Jharkhand,Black soil,Open-pollinated,Hot and humid,Yes,180,41,25,Discolored
January,Assam,Clay soil,Hybrid,Hot and dry,No,177,22,28,Pure
October,Bihar,Black soil,Hybrid,Hot and humid,Yes,178,40,43,Pure
March,Tripura,Sandy soil,Hybrid,Hot and dry,Yes,220,128,30,Pure
July,Jharkhand,Red soil,Hybrid,Cold and dry,Yes,177,124,46,Broken
March,Jharkhand,Red soil,Open-pollinated,Hot and humid,No,121,41,33,Broken
March,Uttar Pradesh,Black soil,Hybrid,Hot and humid,Yes,180,40,28,Broken
August,Jharkhand,Clay loam,Hybrid,Warm and dry,Yes,257,128,25,Broken
February,Jharkhand,Clay soil,Hybrid,Warm and dry,Yes,286,32,25,Silkcut
September,Uttar Pradesh,Red soil,Hybrid,Monsoon,Yes,290,41,45,Pure
August,Tripura,Red soil,Hybrid,Monsoon,Yes,285,128,42,Pure
April,Meghalaya,Black soil,Hybrid,Monsoon,Yes,180,40,43,Broken
December,Uttar Pradesh,Laterite soil,Open-pollinated,Warm and dry,Yes,120,31,20,Pure
September,Jharkhand,Sandy loam,Hybrid,Hot and dry,Yes,120,106,45,Pure
February,Jharkhand,Clay loam,Open-pollinated,Warm and dry,Yes,148,31,29,Silkcut
August,Haryana,Clay loam,Hybrid,Warm and dry,Yes,180,124,38,Discolored
